姓名,球队,薪金（万美元）,赛季
Dwyane Wade,MIA,1569,11-12
Dwyane Wade,MIA,1718,12-13
Dwyane Wade,MIA,1867,13-14
Dwyane Wade,MIA,1500,14-15
Dwyane Wade,MIA,2000,15-16
Dwyane Wade,CHI,2320,16-17
Dwyane Wade,CHI,2380,17-18
Sun Yue,LAL,44,08-09
Tim Young,GSW,30,99-00
Thaddeus Young,PHI,183,07-08
Thaddeus Young,PHI,197,08-09
Thaddeus Young,PHI,211,09-10
Thaddeus Young,PHI,290,10-11
Thaddeus Young,PHI,748,11-12
Thaddeus Young,PHI,829,12-13
Thaddeus Young,PHI,860,13-14
Thaddeus Young,BKN,941,14-15
Thaddeus Young,BKN,1120,15-16
Thaddeus Young,IND,1415,16-17
Thaddeus Young,IND,1480,17-18
Thaddeus Young,IND,1376,18-19
Sam Young,MEM,82,09-10
Sam Young,MEM,89,10-11
Sam Young,MEM,95,11-12
Sam Young,IND,72,12-13
Nick Young,WAS,149,07-08
Nick Young,WAS,160,08-09
Nick Young,WAS,171,09-10
Nick Young,WAS,263,10-11
Nick Young,WAS,370,11-12
Nick Young,PHI,560,12-13
Nick Young,LAL,111,13-14
Nick Young,LAL,499,14-15
Nick Young,LAL,522,15-16
Nick Young,LAL,544,16-17
Nick Young,GSW,519,17-18
Korleone Young,DET,29,98-99
Danny Young,,8,85-86
Danny Young,,13,87-88
Danny Young,POR,17,88-89
Danny Young,POR,45,90-91
Danny Young,POR,55,91-92
Danny Young,MIL,15,94-95
Vincent Yarbrough,DEN,35,02-03
George Zidek,CHA,60,95-96
George Zidek,CHA,69,96-97
George Zidek,DEN,78,97-98
Wang Zhizhi,DAL,47,01-02
Wang Zhizhi,LAC,190,02-03
Wang Zhizhi,MIA,53,03-04
Wang Zhizhi,LAC,209,03-04
Wang Zhizhi,MIA,75,04-05
Bradley Beal,WAS,413,12-13
Bradley Beal,WAS,432,13-14
Bradley Beal,WAS,451,14-15
Bradley Beal,WAS,569,15-16
Bradley Beal,WAS,2212,16-17
Bradley Beal,WAS,2378,17-18
Bradley Beal,WAS,2543,18-19
Bradley Beal,WAS,2709,19-20
Bradley Beal,WAS,2875,20-21
Dion Waiters,CLE,373,12-13
Dion Waiters,CLE,389,13-14
Dion Waiters,OKC,406,14-15
Dion Waiters,OKC,514,15-16
Dion Waiters,MIA,290,16-17
Dion Waiters,MIA,1100,17-18
Dion Waiters,MIA,1155,18-19
Dion Waiters,MIA,1210,19-20
Dion Waiters,MIA,1265,20-21
Tyler Zeller,CLE,156,12-13
Tyler Zeller,CLE,163,13-14
Tyler Zeller,BOS,170,14-15
Tyler Zeller,BOS,262,15-16
Tyler Zeller,BOS,800,16-17
Jared Sullinger,BOS,131,12-13
Jared Sullinger,BOS,137,13-14
Jared Sullinger,BOS,142,14-15
Jared Sullinger,BOS,227,15-16
Jared Sullinger,PHO,563,16-17
Jae Crowder,DAL,60,12-13
Jae Crowder,DAL,79,13-14
Jae Crowder,BOS,92,14-15
Jae Crowder,BOS,600,15-16
Jae Crowder,BOS,629,16-17
Jae Crowder,BOS,680,17-18
Jae Crowder,BOS,731,18-19
Jae Crowder,BOS,782,19-20
Jonas Valanciunas,TOR,363,12-13
Jonas Valanciunas,TOR,353,13-14
Jonas Valanciunas,TOR,368,14-15
Jonas Valanciunas,TOR,466,15-16
Jonas Valanciunas,TOR,1438,16-17
Jonas Valanciunas,TOR,1546,17-18
Jonas Valanciunas,TOR,1654,18-19
Jonas Valanciunas,TOR,1762,19-20
Terrence Ross,TOR,256,12-13
Terrence Ross,TOR,268,13-14
Terrence Ross,TOR,279,14-15
Terrence Ross,TOR,355,15-16
Terrence Ross,ORL,1000,16-17
Terrence Ross,ORL,1050,17-18
Terrence Ross,ORL,1050,18-19
Evan Fournier,DEN,136,12-13
Evan Fournier,DEN,142,13-14
Evan Fournier,ORL,148,14-15
Evan Fournier,ORL,229,15-16
Evan Fournier,ORL,1700,16-17
Evan Fournier,ORL,1700,17-18
Evan Fournier,ORL,1700,18-19
Evan Fournier,ORL,1700,19-20
Evan Fournier,ORL,1700,20-21
Maalik Wayns,PHI,22,12-13
Andre Drummond,DET,236,12-13
Andre Drummond,DET,246,13-14
Andre Drummond,DET,257,14-15
Andre Drummond,DET,327,15-16
Andre Drummond,DET,2212,16-17
Andre Drummond,DET,2378,17-18
Andre Drummond,DET,2543,18-19
Andre Drummond,DET,2709,19-20
Andre Drummond,DET,2875,20-21
Kyle Singler,DET,100,12-13
Kyle Singler,DET,105,13-14
Kyle Singler,OKC,109,14-15
Kyle Singler,OKC,500,15-16
Kyle Singler,OKC,484,16-17
Kyle Singler,OKC,467,17-18
Kyle Singler,OKC,500,18-19
Kyle Singler,OKC,533,19-20
Kim English,DET,47,12-13
Thomas Robinson,HOU,337,12-13
Thomas Robinson,POR,353,13-14
Thomas Robinson,PHI,368,14-15
Thomas Robinson,BKN,98,15-16
Thomas Robinson,LAL,105,16-17
Anthony Davis,NOH,514,12-13
Anthony Davis,NOH,538,13-14
Anthony Davis,NOH,561,14-15
Anthony Davis,NOH,707,15-16
Anthony Davis,NOH,2212,16-17
Anthony Davis,NOH,2378,17-18
Anthony Davis,NOH,2543,18-19
Anthony Davis,NOH,2709,19-20
Anthony Davis,NOH,2875,20-21
Austin Rivers,NOH,224,12-13
Austin Rivers,NOH,234,13-14
Austin Rivers,LAC,244,14-15
Austin Rivers,LAC,310,15-16
Austin Rivers,LAC,1100,16-17
Austin Rivers,LAC,1183,17-18
Austin Rivers,LAC,1265,18-19
Darius Miller,NOH,47,12-13
Darius Miller,NOH,79,13-14
Darius Miller,NOH,40,14-15
Brian Roberts,NOH,47,12-13
Brian Roberts,NOH,79,13-14
Brian Roberts,CHA,273,14-15
Brian Roberts,POR,285,15-16
Brian Roberts,CHA,105,16-17
Bernard James,DAL,47,12-13
Bernard James,DAL,79,13-14
Bernard James,DAL,24,14-15
Bernard James,DAL,92,14-15
Jared Cunningham,DAL,116,12-13
Jared Cunningham,SAC,3,13-14
Jared Cunningham,ATL,121,13-14
Jared Cunningham,ORL,98,15-16
Jared Cunningham,MIL,6,15-16
Kevin Murphy,UTA,47,12-13
Kevin Murphy,UTA,7,14-15
Harrison Barnes,GSW,280,12-13
Harrison Barnes,GSW,292,13-14
Harrison Barnes,GSW,305,14-15
Harrison Barnes,GSW,387,15-16
Harrison Barnes,DAL,2212,16-17
Harrison Barnes,DAL,2311,17-18
Harrison Barnes,DAL,2411,18-19
Harrison Barnes,DAL,2510,19-20
 ,GSW,85,12-13
 ,GSW,88,13-14
 ,GSW,92,14-15
 ,GSW,1430,15-16
 ,GSW,1533,16-17
 ,GSW,1640,17-18
 ,GSW,1747,18-19
 ,GSW,1854,19-20
Festus Ezeli,GSW,102,12-13
Festus Ezeli,GSW,107,13-14
Festus Ezeli,GSW,111,14-15
Festus Ezeli,GSW,201,15-16
Festus Ezeli,POR,740,16-17
Festus Ezeli,POR,773,17-18
Robert Sacre,LAL,47,12-13
Robert Sacre,LAL,79,13-14
Robert Sacre,LAL,92,14-15
Robert Sacre,LAL,98,15-16
Damian Lillard,POR,307,12-13
Damian Lillard,POR,320,13-14
Damian Lillard,POR,334,14-15
Damian Lillard,POR,424,15-16
Damian Lillard,POR,2433,16-17
Damian Lillard,POR,2615,17-18
Damian Lillard,POR,2798,18-19
Damian Lillard,POR,2980,19-20
Damian Lillard,POR,3163,20-21
Meyers Leonard,POR,213,12-13
Meyers Leonard,POR,222,13-14
Meyers Leonard,POR,232,14-15
Meyers Leonard,POR,308,15-16
Meyers Leonard,POR,921,16-17
Meyers Leonard,POR,990,17-18
Meyers Leonard,POR,1060,18-19
Meyers Leonard,POR,1129,19-20
Michael Kidd,CHA,460,12-13
Michael Kidd,CHA,481,13-14
Michael Kidd,CHA,502,14-15
Michael Kidd,CHA,633,15-16
Michael Kidd,CHA,1300,16-17
Michael Kidd,CHA,1300,17-18
Michael Kidd,CHA,1300,18-19
Michael Kidd,CHA,1300,19-20
 ,ORL,142,12-13
 ,ORL,148,13-14
 ,ORL,155,14-15
 ,ORL,238,15-16
 ,BKN,609,16-17
 ,POR,636,17-18
 ,POR,664,18-19
 ,POR,691,19-20
Kyle O,ORL,79,12-13
Kyle O,ORL,79,13-14
Kyle O,ORL,92,14-15
Kyle O,NYK,375,15-16
Kyle O,NYK,390,16-17
Kyle O,NYK,409,17-18
Kyle O,NYK,426,18-19
Doron Lamb,ORL,65,12-13
Doron Lamb,ORL,79,13-14
Kris Joseph,BOS,19,12-13
Marquis Teague,CHI,103,12-13
Marquis Teague,CHI,107,13-14
Marquis Teague,BKN,107,13-14
Marquis Teague,PHI,112,14-15
Chris Copeland,NYK,47,12-13
Chris Copeland,IND,300,13-14
Chris Copeland,IND,314,14-15
Chris Copeland,ORL,110,15-16
Pablo Prigioni,NYK,47,12-13
Pablo Prigioni,NYK,159,13-14
Pablo Prigioni,HOU,166,14-15
Pablo Prigioni,LAC,98,15-16
Pablo Prigioni,HOU,105,16-17
Pablo Prigioni,HOU,118,17-18
Joel Freeland,POR,301,12-13
Joel Freeland,POR,290,13-14
Joel Freeland,POR,301,14-15
Will Barton,POR,55,12-13
Will Barton,POR,79,13-14
Will Barton,DEN,92,14-15
Will Barton,DEN,333,15-16
Will Barton,DEN,353,16-17
Will Barton,DEN,353,17-18
Perry Jones,OKC,104,12-13
Perry Jones,OKC,108,13-14
Perry Jones,OKC,113,14-15
Perry Jones,BOS,204,15-16
Jeremy Lamb,OKC,202,12-13
Jeremy Lamb,OKC,211,13-14
Jeremy Lamb,OKC,220,14-15
Jeremy Lamb,CHA,303,15-16
Jeremy Lamb,CHA,651,16-17
Jeremy Lamb,CHA,700,17-18
Jeremy Lamb,CHA,749,18-19
Alexey Shved,MIN,293,12-13
Alexey Shved,MIN,315,13-14
Alexey Shved,NYK,328,14-15
Victor Claver,POR,130,12-13
Victor Claver,POR,133,13-14
Victor Claver,DEN,137,14-15
Jeff Taylor,CHA,58,12-13
Jeff Taylor,CHA,79,13-14
Jeff Taylor,CHA,92,14-15
Nando de,SAS,140,12-13
Nando de,TOR,146,13-14
Nando de,SAS,146,13-14
Kent Bazemore,GSW,47,12-13
Kent Bazemore,GSW,79,13-14
Kent Bazemore,LAL,79,13-14
Kent Bazemore,ATL,200,14-15
Kent Bazemore,ATL,200,15-16
Kent Bazemore,ATL,1573,16-17
Kent Bazemore,ATL,1691,17-18
Kent Bazemore,ATL,1809,18-19
Kent Bazemore,ATL,1927,19-20
Luke Zeller,PHO,47,12-13
Kendall Marshall,PHO,192,12-13
Kendall Marshall,PHO,201,13-14
Kendall Marshall,LAL,55,13-14
Kendall Marshall,PHO,92,14-15
Kendall Marshall,PHI,214,15-16
Kendall Marshall,PHI,205,16-17
Kendall Marshall,PHI,195,17-18
Kendall Marshall,PHI,186,18-19
DeQuan Jones,ORL,47,12-13
Arnett Moultrie,PHI,104,12-13
Arnett Moultrie,PHI,109,13-14
Arnett Moultrie,NYK,114,14-15
Diante Garrett,PHO,47,12-13
Diante Garrett,UTA,72,13-14
Diante Garrett,POR,92,14-15
Miles Plumlee,IND,107,12-13
Miles Plumlee,PHO,112,13-14
Miles Plumlee,MIL,117,14-15
Miles Plumlee,MIL,211,15-16
Miles Plumlee,ATL,1250,17-18
Miles Plumlee,ATL,1250,18-19
Miles Plumlee,ATL,1250,19-20
Ben Hansbrough,IND,47,12-13
Orlando Johnson,IND,55,12-13
Orlando Johnson,IND,79,13-14
Orlando Johnson,NOH,6,15-16
Orlando Johnson,PHO,6,15-16
Mirza Teletovic,BKN,309,12-13
Mirza Teletovic,BKN,323,13-14
Mirza Teletovic,BKN,337,14-15
Mirza Teletovic,PHO,550,15-16
Mirza Teletovic,MIL,1050,16-17
Mirza Teletovic,MIL,1050,17-18
Mirza Teletovic,MIL,1050,18-19
Tyshawn Taylor,BKN,47,12-13
Tyshawn Taylor,BKN,79,13-14
Tornike Shengelia,BKN,47,12-13
Tornike Shengelia,BKN,79,13-14
Tony Wroten,MEM,111,12-13
Tony Wroten,MEM,116,13-14
Tony Wroten,PHI,121,14-15
Tony Wroten,PHI,218,15-16
Tony Wroten,NYK,17,15-16
John Henson,MIL,182,12-13
John Henson,MIL,191,13-14
John Henson,MIL,199,14-15
John Henson,MIL,294,15-16
John Henson,MIL,1252,16-17
John Henson,MIL,1142,17-18
John Henson,MIL,1058,18-19
John Henson,MIL,973,19-20
Moe Harkless,ORL,173,12-13
Moe Harkless,ORL,181,13-14
Moe Harkless,ORL,189,14-15
Moe Harkless,POR,289,15-16
Moe Harkless,POR,899,16-17
Moe Harkless,POR,1016,17-18
Moe Harkless,POR,1084,18-19
Moe Harkless,POR,1151,19-20
Quincy Acy,TOR,67,12-13
Quincy Acy,SAC,79,13-14
Quincy Acy,TOR,79,13-14
Quincy Acy,NYK,92,14-15
Quincy Acy,SAC,98,15-16
Quincy Acy,DAL,105,16-17
Quincy Acy,BKN,191,16-17
Quincy Acy,BKN,171,17-18
Darius Johnson,LAL,19,12-13
Khris Middleton,DET,47,12-13
Khris Middleton,MIL,79,13-14
Khris Middleton,MIL,92,14-15
Khris Middleton,MIL,1500,15-16
Khris Middleton,MIL,1520,16-17
Khris Middleton,MIL,1410,17-18
Khris Middleton,MIL,1300,18-19
Khris Middleton,MIL,1300,19-20
Terrence Jones,HOU,149,12-13
Terrence Jones,HOU,155,13-14
Terrence Jones,HOU,162,14-15
Terrence Jones,HOU,249,15-16
Terrence Jones,MIL,24,16-17
Terrence Jones,NOH,105,16-17
Donatas Motiejunas,HOU,145,12-13
Donatas Motiejunas,HOU,142,13-14
Donatas Motiejunas,HOU,148,14-15
Donatas Motiejunas,HOU,229,15-16
Donatas Motiejunas,NOH,58,16-17
Mike Scott,ATL,47,12-13
Mike Scott,ATL,79,13-14
Mike Scott,ATL,333,14-15
Mike Scott,ATL,333,15-16
Mike Scott,PHO,333,16-17
Mike Scott,WAS,171,17-18
John Jenkins,ATL,120,12-13
John Jenkins,ATL,126,13-14
John Jenkins,ATL,131,14-15
John Jenkins,PHO,98,15-16
John Jenkins,PHO,47,16-17
Scott Machado,HOU,19,12-13
Kevin Jones,CLE,39,12-13
Quincy Miller,DEN,47,12-13
Quincy Miller,DEN,79,13-14
Quincy Miller,SAC,11,14-15
Quincy Miller,DET,11,14-15
Quincy Miller,DEN,15,14-15
Quincy Miller,BKN,5,15-16
Jarvis Varnado,MIA,28,12-13
Jarvis Varnado,BOS,3,12-13
Jarvis Varnado,MIA,79,13-14
Jarvis Varnado,PHI,17,13-14
Jarvis Varnado,PHI,8,14-15
Patrick Beverley,HOU,28,12-13
Patrick Beverley,HOU,79,13-14
Patrick Beverley,HOU,92,14-15
Patrick Beverley,HOU,650,15-16
Patrick Beverley,LAC,551,17-18
Patrick Beverley,LAC,503,18-19
Aron Baynes,SAS,40,12-13
Aron Baynes,SAS,79,13-14
Aron Baynes,SAS,208,14-15
Aron Baynes,DET,650,15-16
Aron Baynes,DET,650,16-17
Aron Baynes,BOS,433,17-18
Fab Melo,BOS,125,12-13
Fab Melo,MEM,131,13-14
Fab Melo,DAL,79,13-14
Fab Melo,MEM,44,14-15
Tim Ohlbrecht,HOU,14,12-13
Tim Ohlbrecht,PHI,79,13-14
Henry Sims,PHI,79,13-14
Henry Sims,PHI,92,14-15
Henry Sims,BKN,16,15-16
Justin Holiday,PHI,5,12-13
Justin Holiday,GSW,82,14-15
Justin Holiday,CHI,95,15-16
Justin Holiday,NYK,102,16-17
Justin Holiday,CHI,462,17-18
Justin Holiday,CHI,438,18-19
Josh Akognon,MEM,79,13-14
Victor Oladipo,ORL,476,13-14
Victor Oladipo,ORL,498,14-15
Victor Oladipo,ORL,519,15-16
Victor Oladipo,OKC,655,16-17
Victor Oladipo,IND,2100,17-18
Victor Oladipo,IND,2100,18-19
Victor Oladipo,IND,2100,19-20
Victor Oladipo,IND,2100,20-21
Solomon Hill,IND,125,13-14
Solomon Hill,IND,130,14-15
Solomon Hill,IND,136,15-16
Solomon Hill,NOH,1124,16-17
Solomon Hill,NOH,1175,17-18
Solomon Hill,NOH,1225,18-19
Solomon Hill,NOH,1276,19-20
Tony Snell,CHI,141,13-14
Tony Snell,CHI,147,14-15
Tony Snell,CHI,154,15-16
Tony Snell,MIL,237,16-17
Reggie Bullock,LAC,115,13-14
Reggie Bullock,PHO,120,14-15
Reggie Bullock,DET,125,15-16
Reggie Bullock,DET,226,16-17
Reggie Bullock,DET,250,17-18
Reggie Bullock,DET,250,18-19
Anthony Bennett,CLE,532,13-14
Anthony Bennett,MIN,556,14-15
Anthony Bennett,MIN,365,15-16
Anthony Bennett,TOR,95,15-16
Anthony Bennett,BKN,102,16-17
Michael Carter,PHI,220,13-14
Michael Carter,MIL,230,14-15
Michael Carter,MIL,240,15-16
Michael Carter,CHI,318,16-17
Michael Carter,CHA,270,17-18
Vitor Faverani,BOS,200,13-14
Vitor Faverani,BOS,209,14-15
Kelly Olynyk,BOS,199,13-14
Kelly Olynyk,BOS,208,14-15
Kelly Olynyk,BOS,217,15-16
Kelly Olynyk,BOS,309,16-17
Kelly Olynyk,MIA,1061,17-18
Kelly Olynyk,MIA,1114,18-19
Kelly Olynyk,MIA,1167,19-20
Kelly Olynyk,MIA,1220,20-21
Phil Pressey,BOS,49,13-14
Phil Pressey,BOS,82,14-15
Phil Pressey,PHI,17,15-16
Phil Pressey,PHO,11,15-16
Tony Mitchell,DET,50,13-14
Tony Mitchell,PHO,82,14-15
Luigi Datome,BOS,175,14-15
Peyton Siva,ORL,10,14-15
Kentavious Caldwell,DET,265,13-14
Kentavious Caldwell,DET,277,14-15
Kentavious Caldwell,DET,289,15-16
Kentavious Caldwell,DET,368,16-17
Kentavious Caldwell,LAL,1775,17-18
Nate Wolters,MIL,50,13-14
Nate Wolters,MIL,82,14-15
Nate Wolters,NOH,10,14-15
Giannis Antetokounmpo,MIL,179,13-14
Giannis Antetokounmpo,MIL,187,14-15
Giannis Antetokounmpo,MIL,195,15-16
Giannis Antetokounmpo,MIL,300,16-17
Giannis Antetokounmpo,MIL,2247,17-18
Giannis Antetokounmpo,MIL,2416,18-19
Giannis Antetokounmpo,MIL,2584,19-20
Giannis Antetokounmpo,MIL,2753,20-21
Tim Hardaway,NYK,120,13-14
Tim Hardaway,NYK,125,14-15
Tim Hardaway,ATL,130,15-16
Tim Hardaway,ATL,228,16-17
Tim Hardaway,NYK,1650,17-18
Tim Hardaway,NYK,1733,18-19
Tim Hardaway,NYK,1815,19-20
Tim Hardaway,NYK,1898,20-21
Cody Zeller,CHA,386,13-14
Cody Zeller,CHA,403,14-15
Cody Zeller,CHA,420,15-16
Cody Zeller,CHA,532,16-17
Cody Zeller,CHA,1258,17-18
Cody Zeller,CHA,1353,18-19
Cody Zeller,CHA,1447,19-20
Cody Zeller,CHA,1542,20-21
Arinze Onuaku,MIN,4,14-15
Arinze Onuaku,ORL,44,16-17
Pero Antic,ATL,120,13-14
Pero Antic,ATL,125,14-15
Dennis Schroder,ATL,135,13-14
Dennis Schroder,ATL,169,14-15
Dennis Schroder,ATL,176,15-16
Dennis Schroder,ATL,271,16-17
Dennis Schroder,ATL,1550,17-18
Dennis Schroder,ATL,1550,18-19
Dennis Schroder,ATL,1550,19-20
Dennis Schroder,ATL,1550,20-21
Gal Mekel,DAL,49,13-14
Gal Mekel,NOH,63,14-15
Gal Mekel,DAL,82,14-15
Gal Mekel,DAL,32,15-16
Gal Mekel,DAL,32,16-17
Gal Mekel,DAL,32,17-18
Nick Calathes,MEM,49,13-14
Nick Calathes,MEM,82,14-15
Steven Adams,OKC,209,13-14
Steven Adams,OKC,218,14-15
Steven Adams,OKC,228,15-16
Steven Adams,OKC,314,16-17
Steven Adams,OKC,2247,17-18
Steven Adams,OKC,2416,18-19
Steven Adams,OKC,2584,19-20
Steven Adams,OKC,2753,20-21
Rudy Gobert,UTA,108,13-14
Rudy Gobert,UTA,113,14-15
Rudy Gobert,UTA,118,15-16
Rudy Gobert,UTA,212,16-17
Rudy Gobert,UTA,2122,17-18
Rudy Gobert,UTA,2274,18-19
Rudy Gobert,UTA,2426,19-20
Rudy Gobert,UTA,2578,20-21
Alex Len,PHO,349,13-14
Alex Len,PHO,365,14-15
Alex Len,PHO,381,15-16
Alex Len,PHO,482,16-17
Archie Goodwin,PHO,106,13-14
Archie Goodwin,PHO,111,14-15
Archie Goodwin,PHO,116,15-16
Archie Goodwin,BKN,19,16-17
Archie Goodwin,NOH,10,16-17
Archie Goodwin,PHO,209,16-17
Archie Goodwin,BKN,158,17-18
Ben McLemore,SAC,290,13-14
Ben McLemore,SAC,303,14-15
Ben McLemore,SAC,316,15-16
Ben McLemore,SAC,401,16-17
Ben McLemore,MEM,520,17-18
Ben McLemore,MEM,546,18-19
Ognjen Kuzmic,GSW,49,13-14
Ognjen Kuzmic,GSW,82,14-15
Nemanja Nedovic,GSW,106,13-14
Nemanja Nedovic,GSW,110,14-15
Jeff Withey,NOH,49,13-14
Jeff Withey,NOH,82,14-15
Jeff Withey,UTA,95,15-16
Jeff Withey,UTA,102,16-17
Hollis Thompson,PHI,49,13-14
Hollis Thompson,PHI,82,14-15
Hollis Thompson,PHI,95,15-16
Hollis Thompson,PHI,44,16-17
Hollis Thompson,NOH,12,16-17
Dwight Buycks,LAL,5,14-15
Andre Roberson,OKC,111,13-14
Andre Roberson,OKC,116,14-15
Andre Roberson,OKC,121,15-16
Andre Roberson,OKC,218,16-17
Andre Roberson,OKC,926,17-18
Andre Roberson,OKC,1000,18-19
Andre Roberson,OKC,1074,19-20
Robbie Hummel,MIN,49,13-14
Robbie Hummel,MIN,88,14-15
Shabazz Muhammad,MIN,189,13-14
Shabazz Muhammad,MIN,197,14-15
Shabazz Muhammad,MIN,206,15-16
Shabazz Muhammad,MIN,305,16-17
Gorgui Dieng,MIN,135,13-14
Gorgui Dieng,MIN,141,14-15
Gorgui Dieng,MIN,147,15-16
Gorgui Dieng,MIN,235,16-17
Gorgui Dieng,MIN,1411,17-18
Gorgui Dieng,MIN,1517,18-19
Gorgui Dieng,MIN,1623,19-20
Gorgui Dieng,MIN,1729,20-21
Ricky Ledo,DAL,54,13-14
Ricky Ledo,DAL,82,14-15
Ricky Ledo,NYK,10,14-15
Allen Crabbe,POR,83,13-14
Allen Crabbe,POR,86,14-15
Allen Crabbe,POR,95,15-16
Allen Crabbe,POR,1850,16-17
Allen Crabbe,BKN,1933,17-18
Allen Crabbe,BKN,1850,18-19
Allen Crabbe,BKN,1850,19-20
Ian Clark,UTA,49,13-14
Ian Clark,DEN,82,14-15
Ian Clark,GSW,95,15-16
Ian Clark,GSW,102,16-17
Matthew Dellavedova,CLE,49,13-14
Matthew Dellavedova,CLE,82,14-15
Matthew Dellavedova,CLE,115,15-16
Matthew Dellavedova,MIL,961,16-17
Matthew Dellavedova,MIL,961,17-18
Matthew Dellavedova,MIL,961,18-19
Matthew Dellavedova,MIL,961,19-20
Sergey Karasev,CLE,147,13-14
Sergey Karasev,BKN,153,14-15
Sergey Karasev,BKN,160,15-16
Brandon Davies,PHI,49,13-14
Mason Plumlee,BKN,130,13-14
Mason Plumlee,BKN,136,14-15
Mason Plumlee,POR,142,15-16
Mason Plumlee,DEN,233,16-17
Slava Kravtsov,MIL,150,13-14
Ryan Kelly,LAL,49,13-14
Ryan Kelly,LAL,165,14-15
Ryan Kelly,LAL,172,15-16
Ryan Kelly,ATL,42,16-17
Erik Murphy,UTA,49,13-14
Erik Murphy,BOS,10,14-15
Jamaal Franklin,MEM,54,13-14
Jamaal Franklin,MEM,16,14-15
Jamaal Franklin,DEN,2,14-15
 Murry,UTA,25,14-15
 Murry,WAS,10,14-15
Miroslav Raduljica,MIL,150,13-14
Miroslav Raduljica,MIN,10,14-15
Miroslav Raduljica,LAC,30,14-15
Miroslav Raduljica,LAC,30,15-16
Miroslav Raduljica,LAC,30,16-17
Miroslav Raduljica,LAC,30,17-18
Miroslav Raduljica,LAC,30,18-19
Glen Rice,WAS,49,13-14
Glen Rice,WAS,40,14-15
Shane Larkin,DAL,154,13-14
Shane Larkin,NYK,161,14-15
Shane Larkin,BKN,150,15-16
Dewayne Dedmon,ORL,30,13-14
Dewayne Dedmon,ORL,82,14-15
Dewayne Dedmon,ORL,95,15-16
Dewayne Dedmon,SAS,290,16-17
Dewayne Dedmon,SAS,303,17-18
Lorenzo Brown,MIN,28,14-15
Lorenzo Brown,DET,12,15-16
Lorenzo Brown,PHO,11,15-16
Lorenzo Brown,DET,102,16-17
Trey Burke,UTA,244,13-14
Trey Burke,UTA,255,14-15
Trey Burke,UTA,266,15-16
Trey Burke,WAS,339,16-17
Carrick Felix,CLE,51,13-14
Carrick Felix,UTA,82,14-15
James Southerland,NOH,2,13-14
Otto Porter,WAS,428,13-14
Otto Porter,WAS,447,14-15
Otto Porter,WAS,466,15-16
Otto Porter,WAS,589,16-17
Otto Porter,WAS,2477,17-18
Otto Porter,WAS,2601,18-19
Otto Porter,WAS,2725,19-20
Otto Porter,WAS,2849,20-21
Ray McCallum,SAC,52,13-14
Ray McCallum,SAC,82,14-15
Ray McCallum,SAS,95,15-16
Ray McCallum,MEM,11,15-16
Ray McCallum,DET,102,16-17
Chris Johnson,MEM,6,12-13
Chris Johnson,MIL,11,14-15
Chris Johnson,UTA,17,14-15
Chris Johnson,UTA,98,15-16
Chris Johnson,UTA,105,16-17
Isaiah Canaan,HOU,57,13-14
Isaiah Canaan,PHI,82,14-15
Isaiah Canaan,PHI,95,15-16
Isaiah Canaan,CHI,102,16-17
Isaiah Canaan,CHI,20,17-18
Seth Curry,ORL,10,14-15
Seth Curry,PHO,5,14-15
Seth Curry,SAC,95,15-16
Seth Curry,DAL,290,16-17
Seth Curry,DAL,303,17-18
 McCollum,POR,232,13-14
 McCollum,POR,242,14-15
 McCollum,POR,253,15-16
 McCollum,POR,322,16-17
 McCollum,POR,2396,17-18
 McCollum,POR,2576,18-19
 McCollum,POR,2756,19-20
 McCollum,POR,2935,20-21
Robert Covington,HOU,49,13-14
Robert Covington,PHI,100,14-15
Robert Covington,HOU,15,14-15
Robert Covington,PHI,100,15-16
Robert Covington,PHI,102,16-17
Robert Covington,PHI,158,17-18
Vander Blue,LAL,1,14-15
Adonis Thomas,DET,6,15-16
Chris Babb,BOS,8,13-14
Chris Babb,BOS,5,14-15
Mike Muscala,ATL,16,13-14
Mike Muscala,ATL,82,14-15
Mike Muscala,ATL,95,15-16
Mike Muscala,ATL,102,16-17
Mike Muscala,ATL,500,17-18
Mike Muscala,ATL,500,18-19
Troy Daniels,HOU,16,13-14
Troy Daniels,CHA,82,14-15
Troy Daniels,CHA,95,15-16
Troy Daniels,MEM,333,16-17
Troy Daniels,MEM,341,17-18
Troy Daniels,MEM,326,18-19
Justin Hamilton,MIA,10,13-14
Justin Hamilton,MIN,82,14-15
Justin Hamilton,BKN,300,16-17
Justin Hamilton,TOR,300,17-18
Jorge Gutierrez,BKN,6,13-14
Jorge Gutierrez,MIL,6,14-15
Jorge Gutierrez,CHA,30,15-16
Tony Mitchell_,PHO,82,14-15
Royce White,HOU,165,12-13
